Company Name,Rating,Good Reviews,Bad Reviews,Salaries
Yazaki,3.9,"Job Security, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,9k
IKS Health,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",11.3k
Shree Cement,3.8,,"Promotions / Appraisal, Job Security",9.8k
Fiserv,2.9,,"Promotions / Appraisal, Company Culture, Work Satisfaction",17.7k
Britannia,4.0,"Job Security, Skill Development / Learning",Promotions / Appraisal,8.4k
UnitedHealth,4.0,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",14.2k
Landmark Group,3.8,Job Security,Promotions / Appraisal,9.3k
SRF,4.1,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,8.9k
Zepto,3.5,,"Job Security, Company Culture, Work Life Balance",9.3k
Dalmia Bharat Cement,3.9,"Job Security, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,4.6k
Tata Electronics,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits",11.3k
Kansai Nerolac Paints,3.8,,Promotions / Appraisal,7.8k
Blue Dart Express Ltd,3.9,"Job Security, Company Culture",Promotions / Appraisal,6.9k
Exide Industries,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction",8.7k
Nestlé,3.8,Salary & Benefits,"Promotions / Appraisal, Work Life Balance",9.9k
Shell,3.9,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security",14k
Whitehat jr,3.3,,"Job Security, Promotions / Appraisal, Company Culture",9.4k
KPMG Global Services,3.5,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",24k
ZS,3.1,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal",20.3k
Flex,3.9,"Company Culture, Work Life Balance, Work Satisfaction","Promotions / Appraisal, Salary & Benefits",15.9k
Micro Labs,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",9.8k
Star Health & Allied Insurance,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction",10.1k
Capita,3.5,,"Promotions / Appraisal, Salary & Benefits, Job Security",12.9k
ElasticRun,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction",6.2k
TVS Supply Chain Solutions,3.8,,"Promotions / Appraisal, Salary & Benefits",8.5k
KFintech,3.4,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",11.2k
G4S,4.0,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal,5.1k
Voltas,4.0,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal,8.6k
Exl India,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",15.6k
Sonalika Tractors,3.6,,"Promotions / Appraisal, Company Culture, Work Life Balance",9k
Ajanta Pharma,3.9,Job Security,Promotions / Appraisal,8.9k
Blue Star,4.1,"Company Culture, Skill Development / Learning, Salary & Benefits",Promotions / Appraisal,9.7k
Care Health Insurance,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",8.5k
BlackBuck,3.7,,"Job Security, Promotions / Appraisal",6.5k
Domino's Pizza,3.9,"Skill Development / Learning, Salary & Benefits",,4.2k
Movate,3.1,,"Promotions / Appraisal, Salary & Benefits, Company Culture",15k
Gallagher,3.7,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",14k
NoBroker,3.0,,"Promotions / Appraisal, Work Satisfaction, Job Security",10.7k
Fortis Healthcare,4.0,"Job Security, Company Culture, Work Life Balance",,7.6k
Adani Power,3.7,,Promotions / Appraisal,9.9k
Himalaya Wellness,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,6.2k
DBS Bank,3.7,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction",13k
ACT Fibernet,3.9,"Company Culture, Job Security",Promotions / Appraisal,7.8k
Physicswallah,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction",8.3k
Foxconn,3.9,Job Security,Promotions / Appraisal,10.6k
Sahrudaya Healthcare (Medicover Hospitals),4.4,"Company Culture, Work Life Balance, Work Satisfaction",,3.5k
Foundever,3.3,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",8.8k
Tata Advanced Systems,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",12.8k
Sterlite Technologies,3.8,,"Promotions / Appraisal, Job Security",10k
BT Group,3.8,"Work Life Balance, Company Culture","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",11.5k
Bajaj Electricals,3.9,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,7.5k
Photon Interactive,4.1,"Skill Development / Learning, Work Satisfaction, Salary & Benefits",,7.4k
V-Mart,4.1,"Job Security, Skill Development / Learning, Work Life Balance",,4.4k
Alldigi Tech,3.9,"Work Life Balance, Job Security",Promotions / Appraisal,7.6k
IntouchCX,2.7,,"Promotions / Appraisal, Job Security, Company Culture",10k
Sammaan Capital Limited,3.8,Work Life Balance,Promotions / Appraisal,5.8k
Tractors and Farm Equipment,3.9,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal,8.4k
Northern Trust Operating Services,3.6,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",17.3k
Laurus Labs,4.3,"Job Security, Salary & Benefits, Company Culture",,7.3k
JCB,3.9,"Work Life Balance, Salary & Benefits",Promotions / Appraisal,9.5k
Parle Agro,4.0,"Work Life Balance, Job Security",Promotions / Appraisal,6.7k
Planet Spark,3.9,"Skill Development / Learning, Company Culture",,3.5k
Patanjali Ayurved,3.9,Work Life Balance,Promotions / Appraisal,5.8k
McDonald's,3.8,"Skill Development / Learning, Job Security",Salary & Benefits,4.9k
Canara HSBC Life Insurance,3.6,,"Company Culture, Work Satisfaction, Job Security",6.3k
Paras Hospital,4.1,"Skill Development / Learning, Work Life Balance, Salary & Benefits",,3.2k
ICICI Securities,3.9,"Job Security, Work Life Balance, Company Culture",,9.7k
Statestreet HCL Services,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture",13.6k
Emcure Pharmaceuticals,3.6,,"Promotions / Appraisal, Job Security, Company Culture",8.4k
Hero FinCorp,3.9,"Work Life Balance, Company Culture",Promotions / Appraisal,5.7k
Biocon Limited,4.1,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,11.7k
Mahindra Rural Housing Finance,4.0,"Work Life Balance, Company Culture",Promotions / Appraisal,4.7k
Mahindra Holidays & Resorts,3.5,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",5.9k
Intellect Design Arena,3.6,Job Security,"Promotions / Appraisal, Company Culture, Work Life Balance",13.5k
Datamatics Global Services,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",11.7k
Adani Group,3.8,Salary & Benefits,Promotions / Appraisal,11k
CorroHealth Infotech,3.6,Salary & Benefits,"Work Life Balance, Work Satisfaction, Job Security",7.5k
Taj Hotels Resorts and Palaces,4.2,"Job Security, Company Culture, Skill Development / Learning",,4.8k
Axis Direct,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",4.7k
Cadila Pharmaceuticals,3.3,,"Job Security, Promotions / Appraisal, Company Culture",7.9k
Aditya Birla Group,4.1,"Job Security, Skill Development / Learning, Company Culture",,10k
3i Infotech,3.4,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",10.7k
Cholamandalam MS General Insurance,3.8,,"Promotions / Appraisal, Work Satisfaction",6k
Syngene International,3.8,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits",12.6k
Capgemini Engineering,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",14.3k
Info Edge,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,11.3k
KocharTech,3.6,,"Promotions / Appraisal, Salary & Benefits, Company Culture",3.8k
Bureau Veritas,3.8,Work Life Balance,Promotions / Appraisal,8.1k
Delhi Public School,3.8,Skill Development / Learning,Promotions / Appraisal,5.3k
Aavas Financiers,4.0,"Skill Development / Learning, Job Security",,5.6k
Cybage,3.8,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",17.2k
RMSI,3.6,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",8.6k
TaskUs,3.0,,"Promotions / Appraisal, Job Security, Skill Development / Learning",9.3k
Xoriant,4.1,"Work Life Balance, Company Culture, Work Satisfaction",,11.7k
Straive,3.3,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",10.2k
Lifestyle,4.2,"Company Culture, Work Life Balance, Job Security",,6.8k
Akums Drugs & Pharmaceuticals Limited,4.2,"Job Security, Company Culture, Skill Development / Learning",,6.2k
Sopra Steria,3.9,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,13.9k
Kia India,4.0,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,8.2k
GVK Emergency Management and Research Institute,3.6,,"Promotions / Appraisal, Job Security, Salary & Benefits",4.7k
Eureka Forbes,3.7,,"Promotions / Appraisal, Job Security, Company Culture",5.6k
Sobha,3.8,Job Security,"Promotions / Appraisal, Work Life Balance, Salary & Benefits",8.3k
Apollo Pharmacy,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",6.8k
Unacademy,2.9,,"Job Security, Promotions / Appraisal, Work Life Balance",10.3k
Lodha,4.1,"Company Culture, Job Security, Work Life Balance",,8.7k
Radisson Hotels,4.0,"Job Security, Skill Development / Learning, Company Culture",,5.1k
Myntra,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,10.5k
Endurance Technologies Limited,3.9,"Skill Development / Learning, Job Security",Promotions / Appraisal,7.8k
SBI Securities,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",6.9k
Team Computers,3.6,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",8.5k
TCE,3.8,"Work Life Balance, Job Security",Promotions / Appraisal,9.5k
Panasonic Life Solutions India,3.9,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,6.8k
AWL Agri Business,4.0,"Job Security, Work Life Balance, Skill Development / Learning",,6.8k
Lava International,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,4.3k
Star Union Dai-ichi Life Insurance,3.8,Work Life Balance,,5.3k
Daikin Airconditioning India Pvt. Ltd.,4.2,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,7.8k
Newgen Software Technologies,4.0,"Job Security, Company Culture, Work Life Balance",,11.6k
Whirlpool,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,8k
GAO Tek,4.5,"Skill Development / Learning, Work Life Balance, Company Culture",Salary & Benefits,259
Bharti AXA Life Insurance,3.6,,"Job Security, Work Satisfaction, Promotions / Appraisal",5.2k
Cisco,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,18.7k
Indian Railways,4.2,"Job Security, Work Life Balance, Skill Development / Learning",,3.4k
SBI General Insurance,3.6,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",6.3k
GlaxoSmithKline Pharmaceuticals,4.0,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,5.7k
BNP Paribas,3.7,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",18.1k
Coromandel International,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,7.6k
Renault Nissan Technology & Business Centre India,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction",14.5k
Nokia Networks,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,10.4k
Shahi Exports,3.9,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,6.9k
Meesho,3.7,Salary & Benefits,"Job Security, Promotions / Appraisal",9.3k
Sify Technologies,3.6,,"Promotions / Appraisal, Company Culture, Salary & Benefits",9.8k
ValueLabs,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security",16.1k
Allstate,3.6,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Job Security",12.1k
Ambuja Cements,3.8,,"Promotions / Appraisal, Job Security",6.1k
Microsoft Corporation,3.8,"Work Life Balance, Company Culture","Job Security, Promotions / Appraisal",29.5k
Bank of Baroda,3.5,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction",7k
Life Insurance Corporation of India,4.4,"Work Life Balance, Company Culture, Skill Development / Learning",,4.6k
Brakes India,3.9,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",7.2k
Huawei Technologies,4.0,"Salary & Benefits, Skill Development / Learning",Job Security,7.9k
Cargill,3.9,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,8.4k
BHEL,4.2,"Job Security, Work Life Balance, Company Culture",,5.2k
Spark Minda,3.8,,Promotions / Appraisal,7.2k
upGrad,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction",9.2k
Simplex Infrastructures,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",4.5k
Poonawalla Fincorp,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",5.8k
Power Mech Projects,3.8,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits",6.6k
CAMS,3.6,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",8.7k
Mercedes-Benz Research and Development India,3.6,"Work Life Balance, Job Security","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",17.7k
Pfizer,3.9,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security",5.8k
FirstCry,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction",8.6k
Generali Central Life Insurance,3.5,,"Promotions / Appraisal, Work Satisfaction, Job Security",6.7k
Bharat Petroleum,4.2,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal,6.8k
Force Motors,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",8.3k
Saint-Gobain,3.9,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits",11.5k
Jio Platforms,3.4,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",13.9k
"Maruti Suzuki India Limited, Hansalpur",4.2,"Job Security, Company Culture, Salary & Benefits",,6.8k
Nuvoco Vistas,4.1,"Job Security, Skill Development / Learning, Salary & Benefits",,6.9k
NTT DATA Business Solutions,4.1,"Work Life Balance, Company Culture, Job Security",,12.3k
Kotak Securities,3.5,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",9.5k
Manipal Hospitals,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,6.8k
Ola Cabs,3.3,,"Job Security, Promotions / Appraisal, Company Culture",9k
JK Tyre,3.7,,"Promotions / Appraisal, Company Culture, Work Satisfaction",6.8k
Raymond Lifestyle Limited,4.1,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,6.5k
Reliance Trends,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,4.1k
Renault-Nissan,4.1,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,7.6k
IndusInd General Insurance,3.6,,"Promotions / Appraisal, Work Satisfaction, Job Security",7.1k
ITC Hotels,4.1,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,5.2k
Delphi TVS,3.9,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits",5.6k
Infinite Computer Solutions,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction",15.1k
CitiusTech,3.2,,"Promotions / Appraisal, Job Security, Salary & Benefits",14.4k
Henry Harvin Education,3.6,,,913
Biological E,4.2,"Job Security, Company Culture, Work Life Balance",,7k
Extramarks Education,3.3,,"Job Security, Promotions / Appraisal, Work Satisfaction",7.3k
Morgan Stanley,3.6,,"Promotions / Appraisal, Job Security, Work Satisfaction",26.6k
YASH Technologies,3.7,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",16.2k
SGS,3.8,Work Life Balance,"Promotions / Appraisal, Salary & Benefits",6.4k
EPAM Systems,3.7,"Skill Development / Learning, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Job Security, Work Satisfaction",22.2k
K12 Techno Services,3.7,,"Job Security, Promotions / Appraisal",5.2k
Senco Gold,4.4,"Job Security, Skill Development / Learning, Company Culture",,1.5k
Novartis,4.1,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal,10.2k
State Street Syntel,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits",6.9k
Ninjacart,3.8,Salary & Benefits,"Job Security, Promotions / Appraisal",5.1k
SAP,4.1,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,17.5k
IDBI Bank,3.4,,"Promotions / Appraisal, Company Culture, Work Life Balance",6.1k
HSBC Electronic Data Processing,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,8.6k
AECOM,4.2,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal,7.1k
Narayana Health,4.0,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,6k
Aditya Birla Health Insurance Co,3.7,,Promotions / Appraisal,7.6k
L&T Energy Hydrocarbon,3.8,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Life Balance, Company Culture",8.3k
